leftshoulder,rightshoulder,leftelbow,rightelbow,leftwrist,rightwrist
91.8586755008849,97.12854823970763,80.60972146565238,78.60411763211079,177.38246829261124,125.17857501048707
92.08717355025384,96.90998376039222,81.33860080276331,66.99392493188131,169.86308668248148,154.3124139458001
92.53770291920772,97.8460716926857,81.43742511397302,77.68165820608358,164.67711726954755,177.35964671751012
94.85335742155073,99.20017127652311,84.73067333123672,102.80462422760647,163.26219870007813,198.0801647700536
98.79944939958816,101.93974258545812,90.7718199598227,130.80538613515296,161.46419378581032,212.95626162060947
99.96378711753233,102.76533318138384,93.92273081608828,160.04105490352472,157.37539590997926,223.30708029049384
98.23706160838171,99.66656310709907,93.65819986001227,179.79895492511585,156.90384070238176,229.02515345860635
96.57196257538138,94.94942617782768,93.11610338535465,197.72920541664084,155.39519510201688,234.45474270671895
95.52597694674819,92.07930890789652,94.58964786595624,208.28049763707364,153.5578032315288,230.2357537752329
94.28410941856468,90.19324430096434,95.3985142852337,219.44472104052514,148.34699150033416,226.05948542772973
92.82901338952496,91.12821808193502,95.60235419104568,228.26308287511014,148.361950607847,211.4857719557496
90.82083300286483,89.69642826748483,93.8880547834365,239.40301842017303,147.53090912234336,202.132187486551
89.66278874319208,89.39217768052205,91.60743024287902,237.47073501659403,148.64364764614035,188.89097241646158
88.65553113736604,89.02050166573432,89.89118321822183,236.37920040338045,148.1614738884743,183.24828497475724
88.62485151455562,88.39275408248265,88.23398112327362,234.24804805072995,148.20407760054925,180.00238409700717
88.38777745958835,88.34976835493923,87.20260004758212,231.43069469396505,148.6580955335734,177.153752772759
88.46090382089284,88.21308265665515,85.80301270410686,228.24773799062788,149.22671231734617,175.11862299631727
88.7692482835194,88.18870954622263,86.35237841676057,223.83876677568196,150.04997813926397,170.70775090465656
88.67506030341349,87.88536596311663,87.28626363165736,222.01495592670946,148.30012844862696,168.05335325709493
88.91802312213117,87.52714440015167,88.71818832277471,222.39588979469855,146.9614169857909,166.21270839013397
88.7204168090534,87.23088609923583,88.81346958846565,221.88501966619938,145.7272126607919,165.1997051403397
88.65341836497976,86.97112405051438,88.73841626747348,221.73454106170988,146.06134136405458,164.61990853584996
88.70295467591156,86.78204408591621,89.00521626333196,221.89756309634194,145.36049400006578,163.9277971359044
88.83160523628857,86.389857569204,88.5555315566779,221.12114125876997,145.38037351805286,163.13377069116035
89.21437777748774,86.29179145364705,88.7142878036735,220.5944766099256,145.34879843986724,163.43163082068435
89.60133082855847,85.99827326934609,86.80861018153477,220.15394313488187,143.7796565796378,165.57041240524052
90.10215251801313,85.62987711926428,86.3555029916788,218.86867098024453,142.48557576026863,167.1297289985969
90.05382172371476,85.74069296600976,86.45681367314103,218.6980804087707,142.5539741020654,168.16327438468846
89.8005485231455,87.04802143774899,86.40440479273991,219.21396339132613,145.8068755474101,169.10648700096692
90.066653896207,88.09453673222286,85.44931131022514,219.6671230107015,147.43097963002776,168.8315806524434
90.42962511026433,88.12234090532856,85.57149350441058,219.86947099722207,147.28449538847926,170.21892004059941
91.00022400523784,88.24393552327297,86.03212049125605,220.56084461063543,147.40100390392422,171.56043655709817
90.67839729652772,87.85435837782106,84.75737766852173,218.23981931964533,147.45155734225258,171.15035703885937
91.10693059602521,86.85959375731487,85.04615408974507,217.64147583255033,145.4008016942368,170.73496067779493
90.42201911679518,84.88149473798025,83.65150016582088,216.2957229771725,144.65323636198625,170.52907444992016
89.80075831905778,84.03739755749682,82.77869812978734,216.06255340327857,144.1056578854975,169.92222596125413
89.19326807049929,83.89106726900985,82.47644311466514,215.93534258622725,144.10756379632352,169.32501922409574
89.0628032731778,84.02624796227119,84.8637179586497,216.51274622482245,144.3618615357136,167.97892582080374
88.5821583855,83.81955046474613,85.55834158423353,215.78451593106513,144.12776144918936,167.2951678253891
89.59915475013776,84.27330223616981,87.02807178575831,217.03506638199136,142.23931518624482,169.29062420511374
89.78194519246613,83.19162745332173,88.794249194872,217.32471235072137,140.43249646440148,170.5860510564596
90.26027920285182,83.00338901977192,90.65229113921643,217.61725390514064,140.46640623115832,170.680355360297
90.44821277668906,82.9846616422487,90.03213975152151,216.77232531518396,141.92023923084994,170.3623164600481
90.31583272789695,82.77490672883658,89.3001951168686,216.35045787143335,141.67191519134454,170.07861386053446
89.88519406719203,83.00888832327486,88.19353363945491,216.74055268417038,142.99332211365487,171.5027587693756
89.6432448883595,83.2315557423429,88.61974781293763,218.18006967517226,142.51447814568516,172.99932260375274
89.68814497107672,83.4128563282627,89.3788265383292,219.0797092532088,142.21107012002668,174.00889009169995
89.30481245414583,83.61686364036403,89.24861143779184,219.85851853277018,143.03427627211724,175.82360845963348
89.332108304176,83.4321369999781,89.80182702992856,221.868866344382,143.0305166905956,179.84850475397675
88.93112630178199,83.25541787984815,90.19786948938241,222.80551957303015,144.13773544016016,183.2988972121899
89.31137152696988,83.80648037126915,92.31321053233337,223.1740717913793,145.9843558778667,190.48370809627076
89.76056185043849,85.27168389674402,92.87840762706419,222.18473128432473,149.64775721904255,200.2282285428779
90.49399665816378,87.77416653655783,93.4002683919909,217.05735701319838,151.55992654471325,210.40235157452798
91.52514778972022,88.51394701429811,92.0932309202691,209.8536026266185,153.74293263301587,221.21505795227165
92.55030046717619,91.47178471084449,91.52851361326206,195.88983292945994,154.7647472072533,225.27425488905118
92.77755512400131,92.897996981087,89.23753307728141,173.6700206973729,157.62443306915011,221.64058004154336
93.74235335079989,97.36437890567342,87.57387748676958,145.3590500487101,159.71860948714905,205.98394276852144
93.32031631874285,97.91760136339452,84.13381199799774,110.70182028375994,163.93743841292084,185.33505159951258
90.20530163076064,95.69352325269394,80.80236867477356,81.21674020020274,162.73727777761343,153.28559701311178
88.84221101370382,94.92320797973662,78.14277532873322,73.29248553646212,165.40492305953242,123.96848543005932
87.35390088874757,94.58457515710003,77.86028845621132,90.66213308131444,164.01035365958816,88.43733261699136
