leftshoulderX,leftshoulderY,leftshoulderZ,rightshoulderX,rightshoulderY,rightshoulderZ,leftelbowX,leftelbowY,leftelbowZ,rightelbowX,rightelbowY,rightelbowZ,leftwristX,leftwristY,leftwristZ,rightwristX,rightwristY,rightwristZ
24.429498052597058,31.574544525146486,82.73006725311282,28.473027038574237,43.68882389068603,81.9422252655031,34.47256956100464,30.382946014404297,66.23024787902843,42.364475154876736,44.39768180847168,49.1192874908446,23.2822500705719,81.69257049560547,155.72026462554933,23.34341452121734,64.29714660644531,104.83624172210693
24.904987668991076,31.62123832702637,82.82443122863792,30.223466110229495,38.5053035736084,83.63867912292466,34.81112055778504,31.468998527526853,66.43685722351078,44.32530169486998,9.234553718566895,49.377896118164124,21.001862049102773,77.1591407775879,149.8627939224244,15.935761833190925,100.96385135650637,115.60568027496343
24.920746660232528,30.832751846313474,83.615335083008,30.18284521102907,34.79005088806152,86.32787475585934,35.75524153709414,29.94595050811768,66.75969562530514,49.168039560317986,22.745417785644534,55.67396049499518,17.168132281303414,72.3491621017456,146.9333417892458,5.645186579227454,128.53271713256837,122.0815988540651
24.76982126235963,31.28581352233887,86.0512245178222,29.3563072681427,30.988762283325197,89.54651203155528,36.45572175979614,31.03651638031006,69.90709552764885,54.197853374481184,54.30812358856202,68.42522315979016,16.02982140779495,67.91207008361816,147.5992584228516,2.144557416439069,151.50394134521483,127.58412246704087
22.924799442291256,33.332736587524415,90.13719234466544,29.310755777359006,29.214389228820803,93.16174201965333,37.72049574851991,35.14239521026611,74.71077270507797,56.43096137046816,82.1737720489502,84.69395980834982,16.147873830795287,58.78802642822264,149.51220684051526,8.890328729152671,167.17655982971198,131.6181190490724
21.564287185668938,33.53152484893799,91.66993560791003,30.638016772270184,25.405130195617676,94.74494705200188,37.86030826568601,38.77688732147217,76.71003475189187,56.11452403068542,109.90418128967286,101.9086374282836,13.877110266685477,52.580216217041034,147.68128490447995,15.573442018032068,177.8218837738037,134.17487716674793
20.28741514682772,31.628057289123532,90.7667728424073,36.16260874271393,20.189218139648435,90.65365409851078,38.22123742103578,41.44672126770019,74.78746356964106,55.99954733848572,129.6645893096924,111.26009693145767,12.296361565589914,50.3789276123047,148.0863882064818,22.778503024578097,178.0652431488037,142.21965370178236
18.82935988903045,28.96214370727539,90.18200149536138,38.12199358940124,15.38061103820801,85.58939151763934,38.056811237335204,41.33555488586426,74.25402164459238,51.91886196136475,147.8250274658203,120.61936702728282,10.67410567998886,51.73457260131836,146.14124717712394,28.29712409973145,173.94986991882328,154.62775268554685
17.516413831710793,27.97004776000977,89.64409599304179,46.54806346893309,10.486070632934572,78.75226497650156,37.71914415359498,45.77057056427002,73.68529376983646,51.4653545856476,161.3190389633179,121.27757682800278,10.234735465049743,48.98345756530762,145.1753078460696,33.00770735740663,162.13916854858397,160.09335899353027
16.357408285140984,27.567766189575195,88.66761951446533,49.017116117477414,6.200520706176761,75.45659141540551,38.02394232749939,46.34259262084961,74.211996650696,50.88814454078672,173.7883981704712,123.95150260925303,6.109749293327346,47.62651176452637,140.3610210418702,30.265160560607935,150.9484502792358,165.5339130401612
