murX,murY,murZ,rightfemurX,rightfemurY,rightfemurZ,murX,murY,murZ,murX,murY,murZ,leftfemurX,leftfemurY,leftfemurZ,murX,murY,murZ,murX,murY,murZ,upperspineX,upperspineY,upperspineZ,neckX,neckY,neckZ,sphnosetipX,sphnosetipY,sphnosetipZ,sphheadtopX,sphheadtopY,sphheadtopZ,leftshoulderX,leftshoulderY,leftshoulderZ,leftelbowX,leftelbowY,leftelbowZ,leftwristX,leftwristY,leftwristZ,rightshoulderX,rightshoulderY,rightshoulderZ,rightelbowX,rightelbowY,rightelbowZ,rightwristX,rightwristY,rightwristZ
0.0,-0.14,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-0.16,0.31,149.37,-0.58,0.96,171.78,-1.11,19.19,187.13,-2.23,8.99,209.25,-18.8,2.72,165.72,-23.09,-3.05,135.0,-8.01,22.37,128.35,18.08,3.21,167.75,26.81,14.52,139.61,3.66,19.37,158.55
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.14,0.28,149.37,-0.55,0.91,171.78,-1.1,19.14,187.15,-2.21,8.91,209.25,-18.77,2.67,165.73,-23.06,-3.09,135.0,-8.0,22.35,128.37,18.09,3.14,167.7,27.21,14.11,139.55,4.15,19.2,158.53
0.0,-0.14,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-0.16,0.3,149.37,-0.58,0.94,171.78,-1.15,19.18,187.13,-2.26,8.97,209.25,-18.8,2.68,165.71,-23.05,-3.1,134.98,-8.0,22.35,128.35,18.06,3.12,167.65,27.64,13.58,139.46,4.77,19.01,158.57
0.0,-0.14,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-0.16,0.3,149.37,-0.59,0.94,171.78,-1.17,19.18,187.13,-2.29,8.97,209.25,-18.8,2.68,165.71,-23.04,-3.1,134.97,-8.0,22.35,128.35,18.05,3.06,167.6,28.06,12.98,139.37,5.41,18.79,158.64
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.14,0.28,149.37,-0.57,0.91,171.78,-1.15,19.14,187.14,-2.27,8.92,209.25,-18.78,2.64,165.71,-23.01,-3.13,134.97,-7.98,22.34,128.36,18.07,2.98,167.56,28.36,12.44,139.27,5.94,18.62,158.69
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.28,149.37,-0.57,0.91,171.78,-1.17,19.14,187.14,-2.29,8.92,209.25,-18.79,2.64,165.7,-22.99,-3.14,134.96,-7.98,22.33,128.36,18.06,2.94,167.54,28.53,11.94,139.16,6.34,18.56,158.7
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.28,149.37,-0.57,0.91,171.78,-1.18,19.14,187.14,-2.31,8.92,209.25,-18.79,2.63,165.7,-22.98,-3.15,134.96,-7.97,22.33,128.36,18.06,2.9,167.52,28.63,11.38,139.01,6.74,18.53,158.71
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.29,149.37,-0.58,0.91,171.78,-1.2,19.15,187.14,-2.33,8.93,209.25,-18.79,2.63,165.69,-22.96,-3.15,134.95,-7.96,22.33,128.35,18.05,2.86,167.5,28.67,10.85,138.88,7.1,18.52,158.72
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.28,149.37,-0.58,0.91,171.78,-1.21,19.15,187.14,-2.34,8.93,209.25,-18.79,2.62,165.68,-22.95,-3.16,134.94,-7.95,22.33,128.35,18.05,2.83,167.49,28.72,10.44,138.78,7.39,18.5,158.73
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.28,149.37,-0.58,0.91,171.78,-1.22,19.15,187.13,-2.36,8.93,209.24,-18.79,2.62,165.68,-22.93,-3.16,134.93,-7.94,22.33,128.35,18.05,2.81,167.48,28.73,10.23,138.73,7.53,18.49,158.74
