leftfemurX,leftfemurY,leftfemurZ,rightfemurX,rightfemurY,rightfemurZ,waistX,waistY,waistZ,upperspineX,upperspineY,upperspineZ,rightshoulderX,rightshoulderY,rightshoulderZ,rightelbowX,rightelbowY,rightelbowZ,rightwristX,rightwristY,rightwristZ,leftshoulderX,leftshoulderY,leftshoulderZ,leftelbowX,leftelbowY,leftelbowZ,leftwristX,leftwristY,leftwristZ,neckX,neckY,neckZ,headbaseX,headbaseY,headbaseZ,sphnosetipX,sphnosetipY,sphnosetipZ,sphheadtopX,sphheadtopY,sphheadtopZ
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.4047642646392689,20.79842946181239,-1209.3424589824886,-0.3812237206052808,39.02643895115355,-1206.7603443647238,-18.865872586884578,56.15360209584695,-1204.722345614622,-23.619629094113126,26.013864143365367,-1212.7756924484377,-9.261165311115267,17.218311461900512,-1187.59229770468,18.041694066698614,55.55218413483249,-1202.9526224307647,23.2783733032933,25.833824192935253,-1212.1852208156645,8.83426752922012,15.925025984597411,-1187.4673057245038,-0.36035730595028415,61.234747703689095,-1203.6145714954923,-0.3496091076781105,67.07640790759916,-1202.7869903585113,-0.6095119011531397,75.0453910060878,-1184.1064026023953,-0.3129370098971771,97.945012957264,-1192.4741596392055
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.40498809744627823,20.797027534748594,-1209.3325602704826,-0.3825667174473369,39.01802738877076,-1206.7009520926863,-18.869024463467913,56.12407399796409,-1204.5851663264282,-24.328126416887525,25.827877555585374,-1211.5249564519988,-8.747696535790766,20.088243027291014,-1186.1841987640007,18.03852397283007,55.512754917959924,-1202.8168458224638,23.294811344215162,25.539309276079976,-1211.1759187030339,8.036843726202557,16.93423945661995,-1186.4534006765484,-0.3639386308624337,61.21231687066832,-1203.4561921033926,-0.36385940904352343,67.04982072273076,-1202.599133895988,-0.644798228092717,74.93408601973427,-1183.8906108621827,-0.4101316138672147,97.87089279834726,-1192.1635804850416
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.40521193025328756,20.795625607684798,-1209.3226615584763,-0.38368588148238364,39.01101775345177,-1206.6514585326552,-18.871710457152027,56.10725087319851,-1204.4663817823534,-25.057386505957986,25.705689951165454,-1210.2252449794732,-8.357183288727205,23.041881389086853,-1185.080197028678,18.03604359466776,55.48743260126848,-1202.7093626702883,23.288157204344834,25.24506847699844,-1210.0256673937201,7.119663568836129,18.180271009456135,-1185.3985613862915,-0.36707229016056464,61.192689891775146,-1203.3176101353054,-0.3772143791808989,67.02884124611754,-1202.4508722814896,-0.6893741000730874,74.84683848189528,-1183.7019289637976,-0.5264076253884782,97.81238032536292,-1191.8916316301993
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.405435763060297,20.794223680620988,-1209.31276284647,-0.3850288783244398,39.00260619106898,-1206.592066260618,-18.86441719008911,56.08047720009948,-1204.3487808525767,-25.777901027412227,25.624546949967325,-1208.858908769849,-8.100385632803881,26.025564600492018,-1184.2578288277539,18.023305471095792,55.440955548877625,-1202.5950052314881,23.184680160735496,24.980850069237334,-1209.014786028551,6.315188548847865,19.227561200631158,-1184.5107533002258,-0.3704297822657049,61.171660985818164,-1203.169129455212,-0.39124084773930246,67.00365598831293,-1202.2729145309725,-0.7244365942056552,74.7369354226056,-1183.4960359355914,-0.6036072732940452,97.73816130775866,-1191.5806143448451
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.4056595958673063,20.79282175355719,-1209.3028641344636,-0.3863718751664959,38.99419462868619,-1206.5326739885804,-18.867327016580234,56.06225214827009,-1204.2200975964956,-26.559131792721058,25.627202887483747,-1207.4416679867318,-7.976892336977193,29.022294277654865,-1183.7396969450276,18.02060126012647,55.41423130512236,-1202.4776233673067,23.109813023568226,24.829212745151153,-1208.3712015090696,5.846397989302877,19.800419847912707,-1183.9856167641553,-0.37380549165605226,61.140730960871494,-1203.0220514550117,-0.3952698382654708,66.97842130116456,-1202.0947377148602,-0.7594990883382233,74.62703236331586,-1183.290142907385,-0.7105755224893087,97.66549250524952,-1191.2801529682822
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.40588342867431565,20.791419826493396,-1209.2929654224577,-0.38749103920154265,38.987184993367194,-1206.4831804285493,-18.87025506035656,56.034125977451055,-1204.0928170203076,-27.351127846293707,25.69360837901644,-1205.975232661932,-8.007013276544653,31.981261757250607,-1183.5233541991486,18.017673216350143,55.38610513430329,-1202.3503427911187,22.966789670101985,24.87341392428533,-1208.6813475651888,6.817760005133854,18.000932269593875,-1183.9861549806812,-0.3771629837611926,61.11970205491453,-1202.8735707749183,-0.409072474016865,66.95463797042375,-1201.9266786763494,-0.7943377496637819,74.51853123108998,-1183.0941485911849,-0.8075462936523368,97.59277427339657,-1190.9794725261245
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.40588342867431565,20.791419826493396,-1209.2929654224577,-0.38883403604359873,38.978773430984404,-1206.423788156512,-18.86316740881545,56.01585149627792,-1203.9639146986317,-28.173139776632798,25.867672540403106,-1204.4841263430867,-8.161240117593989,34.87971265914105,-1183.591151329106,18.02494826612785,55.34943034221459,-1202.2341445412353,22.68178616182156,25.070164613982342,-1209.7812849117552,9.588470235136025,13.582118540770097,-1184.9837270589392,-0.37052299783409764,61.098623719613784,-1202.72487102923,-0.4031222037960051,66.91945273494194,-1201.7496854745355,-0.8096291205388888,74.40712738604896,-1182.8779187197822,-0.8647509854934334,97.5184563971048,-1190.66801710958
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.406107261481325,20.7900178994296,-1209.2830667104513,-0.3901770328856548,38.970361868601614,-1206.3643958844746,-18.86607723530657,55.99762644444853,-1203.8352314425506,-29.005227279529475,26.119593155987133,-1202.9721189386846,-8.469843778884536,37.68668998732463,-1183.938054859358,18.02226227244374,55.33260721744901,-1202.1153599971606,22.377120833994915,25.327822803368733,-1210.883143022159,12.544113076228447,9.387435679455479,-1187.0667323611149,-0.3738804899392379,61.0775948136568,-1202.5763903491363,-0.41692483954739923,66.89566940420113,-1201.5816264360246,-0.8444677818644476,74.29862625382304,-1182.681924403582,-0.9617399739416685,97.43583704626222,-1190.3687393473153
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.4063310942883343,20.788615972365804,-1209.273167998445,-0.39129619692070156,38.96335223328262,-1206.3149023244434,-18.869005279082902,55.969500273629464,-1203.707950866363,-29.856679900024535,26.4734276742831,-1201.4663202905533,-8.90335236107444,40.359637123683754,-1184.5492208886803,18.019558061474424,55.30588297369377,-1201.997978132979,22.003011911982682,25.6381364472374,-1211.9993186162746,15.435750987159988,5.600545342249703,-1190.2450954250273,-0.3772561993295852,61.046664788710174,-1202.429312348936,-0.4209720473587747,66.8605335980631,-1201.4048522998055,-0.8695327979647802,74.18867376518958,-1182.4758123097806,-1.0487132670724613,97.36306938506553,-1190.0678398395626
12.334088370545189,3.873527291319249,-1211.5928634035408,-13.199470523783585,3.99976983528947,-1212.1523569333835,-0.40655492709534374,20.787214045302008,-1209.263269286439,-0.39263919376275774,38.95494067089983,-1206.255510052406,-18.861917627541786,55.95122579245633,-1203.5790485446867,-30.72772147092498,26.92777416822716,-1199.9568316866864,-9.462231747062923,42.88584909510119,-1185.4062546729529,18.026645713015537,55.28760849252063,-1201.8690758113028,21.599038076870183,26.017906212065157,-1213.1063326479234,18.082674545019525,2.413350001815047,-1194.4452122734922,-0.37061621340249024,61.02558645340943,-1202.2806126032474,-0.42500103788494303,66.83529891091473,-1201.2266754836935,-0.894597814065113,74.07872127655611,-1182.2697002159794,-1.1359286102954709,97.2789986778154,-1189.7584442996965
