leftfemurX,leftfemurY,rightfemurX,rightfemurY,waistX,waistY,upperspineX,upperspineY,rightshoulderX,rightshoulderY,rightelbowX,rightelbowY,rightwristX,rightwristY,leftshoulderX,leftshoulderY,leftelbowX,leftelbowY,leftwristX,leftwristY,neckX,neckY,headbaseX,headbaseY,sphnosetipX,sphnosetipY,sphheadtopX,sphheadtopY
346.0434485264895,385.8830041845645,249.71396853534495,385.41358675999237,297.96975464038263,321.86978742520097,298.0556677973652,252.641565478095,227.90245349801043,187.39243665799916,210.45679189529443,302.43080893456784,263.8461467053436,334.21253722169286,368.0704500634738,189.36471225750734,387.2994616039976,303.0620980572921,333.5139520233659,339.18500495153444,298.13115553691705,167.89518261899582,298.1710696346686,145.52988249425982,297.14657875541434,110.73795078024375,298.30017982387926,24.972660695679792
346.0435711547626,385.84562473150845,249.71396853534495,385.41358675999237,297.96889588922625,321.8744439623863,297.9747507475819,252.66583742181592,227.6152526083785,187.18014250939495,210.06397081225563,303.16350228363734,265.7821794126163,326.5913755226834,367.9155447753804,189.32785693910648,387.2629720854737,302.8611721442335,333.6689049642934,339.4384108730246,297.9274652306533,167.94906009977103,297.92664571474677,145.5904252210048,296.77427716258296,111.35761678024573,297.83983647477027,25.2627992294224
346.0435711547626,385.84562473150845,249.71396853534495,385.41358675999237,297.93024048272264,321.8789279429487,297.93256735824684,252.6861728220465,227.37167007395226,186.9158421002968,209.67175787628278,303.7431721679786,267.4727425991762,318.67640964948663,367.79920496669126,189.2839624799982,387.2640357895446,302.6978785614468,333.8243127863471,339.72510038007897,297.76430170261375,167.99285501597853,297.7218911192431,145.6446631077331,296.404559229807,111.92994648859099,297.42015012218354,25.546473356808747
346.0435711547626,385.84562473150845,249.71396853534495,385.41358675999237,297.9293813942242,321.8835846303406,297.85249869848224,252.7063494198528,227.0843343749886,186.70343733602363,209.38565006339203,304.22996025785227,269.02641116473177,310.6087716302604,367.6446800215827,189.27779829825545,387.11447182133725,302.5249419055279,333.97970753828884,340.0117657759664,297.56224817661007,168.0399284442219,297.5162120459354,145.70214953101458,296.10920658274176,112.55037771086995,297.074286118551,25.83737998828269
346.0435711547626,385.84562473150845,249.7139574344894,385.4509494165138,297.9285222916616,321.8882413939667,297.80944483457324,252.73078816867758,226.83631767717074,186.48756229235028,208.98519439279374,304.4917144647242,270.25342157080735,302.33266132516167,367.4901378363177,189.19944539414723,387.1134367881211,302.46641889761753,333.8191976911415,339.3587646870211,297.3583452074919,168.13174298093497,297.30960300512425,145.76288734666878,295.73640053097864,113.20939263757998,296.68972316598285,26.1668301134157
346.0435711547626,385.84562473150845,249.7139574344894,385.4509494165138,297.9276631750346,321.8928982338291,297.7285012358078,252.7550688268758,226.55173922877125,186.26792346170168,208.54579644689562,304.56567640301563,271.2683718760655,293.88971374286234,367.45009571716184,188.93565034980134,387.2916596230169,302.89694938823567,332.4348961137124,334.7702267346927,297.19419436337995,168.1789893277661,297.06570426409013,145.85822822185094,295.40394504220205,113.82417004520175,296.26832684380815,26.45337707209967
346.04369378331967,385.8082451919026,249.7139574344894,385.4509494165138,297.88986561974946,321.8927255942681,297.64841318284346,252.77525102208074,226.34008640839758,186.01780121218087,208.10203814150327,304.46045460812906,272.06800515452494,285.40727836279586,367.4485207332692,188.55825822053828,387.61374613018336,303.66038181691135,330.1802161053912,326.50498185844384,297.02913474691235,168.22966401647886,296.93503482321,145.91929194209126,295.1467875661777,114.48412443834047,295.99748530829277,26.824400842869068
346.04369378331967,385.8082451919026,249.7139574344894,385.4509494165138,297.8890061798176,321.8973825081118,297.6053433419525,252.79969653733815,226.05391106096727,185.76375662713758,207.62076753910443,304.19938853488657,272.6139032570095,276.8837510490531,367.4473964460796,187.99485664531153,388.1965666566939,304.38954360365284,327.53168391831196,314.9521023586432,296.86396842911705,168.3182637327592,296.72998988674993,145.9736159485168,294.81408692573456,115.09939044049906,295.6139135039211,27.149991313772944
346.04369378331967,385.8082451919026,249.7139574344894,385.4509494165138,297.88814672581555,321.90203949819534,297.5252430954651,252.81988235802805,225.80564666126517,185.547660752473,207.17461187946145,303.753595904868,272.94408243629084,268.39961946159724,367.48431619096743,187.3592322017049,388.8553795495697,304.75283442196417,324.9292729289541,300.8697495527987,296.69970206287314,168.36554839443374,296.5230693058688,146.07241031722253,294.5189493499334,115.75669596944317,295.3050988944701,27.51912476725738
346.04369378331967,385.8082451919026,249.71394633365952,385.48831198656484,297.8494887884173,321.9065239182517,297.4821633481899,252.8443322559616,225.55586294535507,185.3350684488978,206.61470957167765,303.11267123443326,272.979413235388,260.00077228707994,367.52154278142183,186.6476157372465,389.63103732403783,304.5811004103396,322.7373852496035,285.17360521760725,296.53452249953983,168.41626417345606,296.3169629964424,146.16799496563306,294.22369452033837,116.41426263615233,294.9585109448496,27.886110975281554
