murX,murY,murZ,rightfemurX,rightfemurY,rightfemurZ,murX,murY,murZ,murX,murY,murZ,leftfemurX,leftfemurY,leftfemurZ,murX,murY,murZ,murX,murY,murZ,upperspineX,upperspineY,upperspineZ,neckX,neckY,neckZ,sphnosetipX,sphnosetipY,sphnosetipZ,sphheadtopX,sphheadtopY,sphheadtopZ,leftshoulderX,leftshoulderY,leftshoulderZ,leftelbowX,leftelbowY,leftelbowZ,leftwristX,leftwristY,leftwristZ,rightshoulderX,rightshoulderY,rightshoulderZ,rightelbowX,rightelbowY,rightelbowZ,rightwristX,rightwristY,rightwristZ
0.0,-0.14,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-0.04,0.46,149.37,-0.17,1.23,171.78,-0.62,19.22,187.49,-0.92,8.58,209.43,-18.53,1.86,165.94,-22.9,-0.33,134.76,-6.58,25.15,133.13,18.5,1.21,167.22,29.05,13.78,140.27,15.34,24.55,165.05
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.48,149.37,-0.15,1.29,171.78,-0.62,19.29,187.5,-0.88,8.63,209.43,-18.51,1.98,165.94,-22.89,-0.25,134.77,-6.48,25.17,133.08,18.51,1.12,167.19,29.45,13.42,140.27,15.59,23.5,165.25
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.49,149.37,-0.15,1.32,171.78,-0.64,19.33,187.49,-0.88,8.68,209.42,-18.51,2.01,165.94,-22.87,-0.23,134.76,-6.46,25.18,133.07,18.51,1.11,167.18,29.59,13.31,140.27,15.67,23.13,165.32
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.49,149.37,-0.15,1.32,171.78,-0.65,19.33,187.48,-0.91,8.69,209.42,-18.51,2.01,165.93,-22.86,-0.24,134.75,-6.45,25.18,133.07,18.51,1.11,167.18,29.57,13.31,140.26,15.67,23.14,165.33
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.49,149.37,-0.16,1.32,171.78,-0.66,19.33,187.48,-0.92,8.69,209.42,-18.51,2.01,165.92,-22.84,-0.24,134.75,-6.44,25.19,133.07,18.5,1.11,167.17,29.58,13.22,140.21,15.71,23.15,165.26
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.5,149.37,-0.16,1.35,171.78,-0.67,19.37,187.47,-0.94,8.74,209.41,-18.51,2.03,165.92,-22.83,-0.24,134.74,-6.44,25.19,133.06,18.49,1.14,167.13,29.64,12.78,140.0,15.88,23.17,164.92
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.51,149.37,-0.16,1.38,171.78,-0.68,19.41,187.45,-0.95,8.81,209.4,-18.51,2.05,165.91,-22.82,-0.24,134.73,-6.43,25.19,133.05,18.47,1.17,167.06,29.74,11.98,139.64,16.19,23.11,164.35
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.55,149.37,-0.17,1.46,171.77,-0.69,19.53,187.41,-0.97,8.98,209.38,-18.52,2.12,165.9,-22.8,-0.24,134.72,-6.42,25.2,133.0,18.44,1.26,166.97,29.88,10.86,139.17,16.6,22.94,163.58
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.56,149.37,-0.17,1.51,171.77,-0.7,19.61,187.38,-0.99,9.09,209.37,-18.52,2.16,165.89,-22.79,-0.24,134.71,-6.42,25.2,132.97,18.41,1.31,166.86,30.01,9.51,138.68,17.06,22.64,162.72
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.6,149.36,-0.17,1.6,171.77,-0.71,19.73,187.33,-1.0,9.27,209.35,-18.52,2.24,165.88,-22.78,-0.23,134.71,-6.41,25.2,132.92,18.38,1.4,166.75,30.11,8.1,138.23,17.53,22.38,161.81
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.03,0.61,149.36,-0.18,1.64,171.77,-0.72,19.8,187.3,-1.02,9.36,209.34,-18.52,2.27,165.87,-22.78,-0.2,134.7,-6.43,25.25,132.97,18.34,1.45,166.65,30.14,6.83,137.88,17.95,22.28,160.91
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.04,0.63,149.36,-0.18,1.69,171.76,-0.74,19.87,187.28,-1.04,9.46,209.32,-18.53,2.31,165.86,-22.83,0.05,134.68,-6.55,25.57,133.37,18.31,1.5,166.56,30.12,5.89,137.62,18.33,22.51,160.04
0.0,-0.135,113.91499999999999,12.77,-0.13,113.92,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-0.06,0.64,149.36,-0.22,1.71,171.76,-0.79,19.89,187.27,-1.1,9.49,209.32,-18.56,2.32,165.85,-22.95,0.47,134.66,-6.81,26.1,134.12,18.26,1.53,166.49,30.04,5.36,137.47,18.62,23.06,159.24
0.0,-0.135,113.91499999999999,12.77,-0.13,113.92,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-0.06,0.6,149.36,-0.22,1.6,171.77,-0.8,19.74,187.33,-1.12,9.27,209.35,-18.56,2.23,165.85,-23.11,1.04,134.65,-7.15,26.79,135.25,18.25,1.44,166.48,29.9,6.08,137.52,18.88,25.01,158.46
0.0,-0.135,113.91499999999999,12.77,-0.13,113.92,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-0.06,0.54,149.37,-0.22,1.44,171.77,-0.78,19.5,187.42,-1.12,8.94,209.39,-18.56,2.12,165.86,-23.34,1.76,134.67,-7.57,27.56,136.66,18.25,1.28,166.47,29.73,7.07,137.65,19.21,27.24,157.66
0.0,-0.135,113.91499999999999,12.77,-0.13,113.92,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-0.06,0.47,149.37,-0.23,1.27,171.78,-0.81,19.28,187.47,-1.15,8.66,209.41,-18.56,1.99,165.87,-23.63,2.55,134.72,-8.11,28.33,138.28,18.24,1.12,166.48,29.55,8.24,137.89,19.58,29.65,156.87
0.0,-0.135,113.91499999999999,12.77,-0.13,113.92,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-0.06,0.4,149.37,-0.23,1.06,171.78,-0.81,19.0,187.57,-1.15,8.26,209.46,-18.56,1.84,165.88,-23.98,3.39,134.83,-8.74,29.05,140.06,18.24,0.92,166.48,29.38,9.53,138.24,20.04,32.13,156.12
0.0,-0.135,113.91499999999999,12.77,-0.13,113.92,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-0.06,0.31,149.37,-0.23,0.85,171.79,-0.8,18.71,187.66,-1.16,7.86,209.5,-18.56,1.7,165.88,-24.36,4.24,134.97,-9.42,29.66,141.91,18.24,0.71,166.49,29.2,10.87,138.7,20.56,34.62,155.41
0.0,-0.135,113.91499999999999,12.77,-0.13,113.92,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-0.06,0.25,149.37,-0.23,0.69,171.79,-0.8,18.47,187.74,-1.17,7.54,209.53,-18.57,1.56,165.89,-24.8,5.05,135.15,-10.19,30.15,143.76,18.24,0.56,166.5,29.02,12.28,139.26,21.11,37.11,154.72
0.0,-0.135,113.91499999999999,12.77,-0.13,113.92,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.135,113.91499999999999,0.0,-0.135,113.91499999999999,-0.06,0.2,149.37,-0.24,0.54,171.79,-0.81,18.27,187.8,-1.18,7.26,209.55,-18.57,1.43,165.9,-25.29,5.75,135.37,-11.01,30.47,145.52,18.24,0.44,166.51,28.83,13.69,139.9,21.68,39.51,154.05
0.0,-0.14,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-0.06,0.16,149.37,-0.24,0.44,171.79,-0.83,18.14,187.84,-1.19,7.08,209.57,-18.57,1.32,165.9,-25.76,6.34,135.59,-11.84,30.66,147.11,18.24,0.4,166.51,28.6,15.08,140.57,22.21,41.8,153.35
0.0,-0.14,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-0.06,0.15,149.37,-0.24,0.4,171.8,-0.85,18.08,187.85,-1.21,7.01,209.57,-18.58,1.22,165.9,-26.22,6.78,135.79,-12.65,30.72,148.47,18.23,0.42,166.51,28.37,16.39,141.26,22.72,43.91,152.6
